timestamp,temperature,noise_level
2025-08-15 14:00:00,77.27,38.85
2025-08-15 15:00:00,78.11,59.0
2025-08-15 16:00:00,77.94,31.44
2025-08-15 17:00:00,76.56,26.68
2025-08-16 08:00:00,59.87,46.67
2025-08-16 09:00:00,64.5,59.0
2025-08-16 10:00:00,68.1,49.0
2025-08-16 11:00:00,71.53,30.34
2025-08-16 12:00:00,74.25,59.0
2025-08-16 13:00:00,75.86,43.42
2025-08-16 14:00:00,76.24,45.64
2025-08-16 15:00:00,77.32,59.0
2025-08-16 16:00:00,76.75,31.05
2025-08-16 17:00:00,75.41,46.68
2025-08-17 08:00:00,57.94,36.43
2025-08-17 09:00:00,63.69,59.0
2025-08-17 10:00:00,68.17,39.78
2025-08-17 11:00:00,72.57,37.11
2025-08-17 12:00:00,75.55,59.0
2025-08-17 13:00:00,76.91,28.25
2025-08-17 14:00:00,78.4,32.5
2025-08-17 15:00:00,78.88,59.0
2025-08-17 16:00:00,78.7,38.94
2025-08-17 17:00:00,77.12,41.43
2025-08-18 08:00:00,57.86,21.72
2025-08-18 09:00:00,63.84,59.0
2025-08-18 10:00:00,69.16,48.81
2025-08-18 11:00:00,72.85,49.93
2025-08-18 12:00:00,76.0,59.0
2025-08-18 13:00:00,78.36,20.64
2025-08-18 14:00:00,78.65,21.69
2025-08-18 15:00:00,79.1,59.0
2025-08-18 16:00:00,78.94,45.33
2025-08-18 17:00:00,77.73,36.56
2025-08-19 08:00:00,54.04,39.78
2025-08-19 09:00:00,60.27,59.0
2025-08-19 10:00:00,66.58,22.37
2025-08-19 11:00:00,70.91,43.12
2025-08-19 12:00:00,74.7,59.0
2025-08-19 13:00:00,76.98,31.43
2025-08-19 14:00:00,78.97,37.04
2025-08-19 15:00:00,79.13,59.0
2025-08-19 16:00:00,78.45,48.19
2025-08-19 17:00:00,77.35,34.12
2025-08-20 08:00:00,59.9,38.56
2025-08-20 09:00:00,63.1,59.0
2025-08-20 10:00:00,65.33,22.67
2025-08-20 11:00:00,67.4,36.15
2025-08-20 12:00:00,69.37,59.0
2025-08-20 13:00:00,70.36,32.88
2025-08-20 14:00:00,70.65,43.9
2025-08-20 15:00:00,70.97,59.0
2025-08-20 16:00:00,70.59,43.35
2025-08-20 17:00:00,70.39,42.56
2025-08-21 08:00:00,58.84,35.12
2025-08-21 09:00:00,61.86,59.0
2025-08-21 10:00:00,64.69,36.56
2025-08-21 11:00:00,67.56,32.32
2025-08-21 12:00:00,68.55,59.0
2025-08-21 13:00:00,69.98,44.85
2025-08-21 14:00:00,71.21,29.23
2025-08-21 15:00:00,70.56,59.0
2025-08-21 16:00:00,70.88,36.65
2025-08-21 17:00:00,69.74,28.15
2025-08-22 08:00:00,57.11,38.59
2025-08-22 09:00:00,61.2,59.0
2025-08-22 10:00:00,65.17,27.1
2025-08-22 11:00:00,68.03,29.94
2025-08-22 12:00:00,70.36,59.0
2025-08-22 13:00:00,71.89,27.24
2025-08-22 14:00:00,72.29,20.09
2025-08-22 15:00:00,73.23,59.0
2025-08-22 16:00:00,72.26,48.37
2025-08-22 17:00:00,71.89,21.97
2025-08-23 08:00:00,55.68,30.5
2025-08-23 09:00:00,57.78,59.0
2025-08-23 10:00:00,59.2,25.6
2025-08-23 11:00:00,60.25,49.78
2025-08-23 12:00:00,60.95,59.0
2025-08-23 13:00:00,61.61,37.07
2025-08-23 14:00:00,61.48,31.19
2025-08-23 15:00:00,61.56,59.0
2025-08-23 16:00:00,61.38,47.95
2025-08-23 17:00:00,61.35,40.54
2025-08-24 08:00:00,56.49,27.56
2025-08-24 09:00:00,57.1,59.0
2025-08-24 10:00:00,58.48,21.21
2025-08-24 11:00:00,60.47,36.34
2025-08-24 12:00:00,60.74,59.0
2025-08-24 13:00:00,61.18,24.74
2025-08-24 14:00:00,62.26,40.23
2025-08-24 15:00:00,62.2,59.0
2025-08-24 16:00:00,62.33,23.31
2025-08-24 17:00:00,61.92,46.11
2025-08-25 08:00:00,55.58,28.01
2025-08-25 09:00:00,61.14,59.0
2025-08-25 10:00:00,65.38,35.49
2025-08-25 11:00:00,69.3,20.41
2025-08-25 12:00:00,71.84,59.0
2025-08-25 13:00:00,74.07,22.63
2025-08-25 14:00:00,75.15,44.41
2025-08-25 15:00:00,76.31,59.0
2025-08-25 16:00:00,75.13,41.4
2025-08-25 17:00:00,74.84,23.24
2025-08-26 08:00:00,54.26,45.96
2025-08-26 09:00:00,58.08,59.0
2025-08-26 10:00:00,62.15,48.33
2025-08-26 11:00:00,65.64,20.7
2025-08-26 12:00:00,67.5,59.0
2025-08-26 13:00:00,69.66,30.23
2025-08-26 14:00:00,70.39,40.04
2025-08-26 15:00:00,71.16,59.0
2025-08-26 16:00:00,70.75,35.01
2025-08-26 17:00:00,70.04,25.48
2025-08-27 08:00:00,54.31,28.82
2025-08-27 09:00:00,58.19,59.0
2025-08-27 10:00:00,61.7,41.1
2025-08-27 11:00:00,64.95,38.57
2025-08-27 12:00:00,67.03,59.0
2025-08-27 13:00:00,68.97,44.5
2025-08-27 14:00:00,70.03,26.84
2025-08-27 15:00:00,69.81,59.0
2025-08-27 16:00:00,69.81,38.03
2025-08-27 17:00:00,68.55,26.37
2025-08-28 08:00:00,50.12,48.69
2025-08-28 09:00:00,55.77,59.0
2025-08-28 10:00:00,60.24,42.68
2025-08-28 11:00:00,63.75,37.91
2025-08-28 12:00:00,66.64,59.0
2025-08-28 13:00:00,68.05,38.49
2025-08-28 14:00:00,69.11,49.19
2025-08-28 15:00:00,69.79,59.0
2025-08-28 16:00:00,69.54,23.08
2025-08-28 17:00:00,68.52,44.21
2025-08-29 08:00:00,51.91,29.94
2025-08-29 09:00:00,58.97,59.0
2025-08-29 10:00:00,64.24,20.92
2025-08-29 11:00:00,69.08,36.57
2025-08-29 12:00:00,73.5,59.0
2025-08-29 13:00:00,75.65,38.3
2025-08-29 14:00:00,77.68,26.03
2025-08-29 15:00:00,78.12,59.0
2025-08-29 16:00:00,77.45,37.86
2025-08-29 17:00:00,75.38,42.11
2025-08-30 08:00:00,53.7,21.82
2025-08-30 09:00:00,61.79,59.0
2025-08-30 10:00:00,67.4,29.72
2025-08-30 11:00:00,72.88,33.57
2025-08-30 12:00:00,77.03,59.0
2025-08-30 13:00:00,78.75,42.9
2025-08-30 14:00:00,79.15,36.98
2025-08-30 15:00:00,79.01,59.0
2025-08-30 16:00:00,78.9,32.86
2025-08-30 17:00:00,79.49,24.56
2025-08-31 08:00:00,58.35,47.86
2025-08-31 09:00:00,65.11,59.0
2025-08-31 10:00:00,69.91,42.71
2025-08-31 11:00:00,74.34,34.56
2025-08-31 12:00:00,78.65,59.0
2025-08-31 13:00:00,78.95,43.03
2025-08-31 14:00:00,79.22,37.16
2025-08-31 15:00:00,78.63,59.0
2025-08-31 16:00:00,78.99,47.91
2025-08-31 17:00:00,79.45,26.64
2025-09-01 08:00:00,59.73,30.56
2025-09-01 09:00:00,66.34,59.0
2025-09-01 10:00:00,72.6,47.05
2025-09-01 11:00:00,76.84,42.83
2025-09-01 12:00:00,78.96,59.0
2025-09-01 13:00:00,79.38,36.66
2025-09-01 14:00:00,78.72,21.04
2025-09-01 15:00:00,79.39,59.0
2025-09-01 16:00:00,78.78,45.19
2025-09-01 17:00:00,78.99,20.24
2025-09-02 08:00:00,60.91,27.07
2025-09-02 09:00:00,63.81,59.0
2025-09-02 10:00:00,65.74,42.64
2025-09-02 11:00:00,68.23,47.01
2025-09-02 12:00:00,68.97,59.0
2025-09-02 13:00:00,69.88,43.85
2025-09-02 14:00:00,71.17,34.68
2025-09-02 15:00:00,70.59,59.0
2025-09-02 16:00:00,70.83,22.62
2025-09-02 17:00:00,70.68,44.2
2025-09-03 08:00:00,59.49,42.99
2025-09-03 09:00:00,63.72,59.0
2025-09-03 10:00:00,67.19,37.56
2025-09-03 11:00:00,69.92,33.37
2025-09-03 12:00:00,72.06,59.0
2025-09-03 13:00:00,74.16,45.43
2025-09-03 14:00:00,74.92,40.37
2025-09-03 15:00:00,74.53,59.0
2025-09-03 16:00:00,74.89,21.57
2025-09-03 17:00:00,73.46,20.61
2025-09-04 08:00:00,56.74,30.62
2025-09-04 09:00:00,63.59,59.0
2025-09-04 10:00:00,67.91,28.84
2025-09-04 11:00:00,72.01,23.31
2025-09-04 12:00:00,75.74,59.0
2025-09-04 13:00:00,78.5,21.15
2025-09-04 14:00:00,78.76,37.65
2025-09-04 15:00:00,78.93,59.0
2025-09-04 16:00:00,78.65,39.59
2025-09-04 17:00:00,78.0,20.06
2025-09-05 08:00:00,57.59,27.74
2025-09-05 09:00:00,66.53,59.0
2025-09-05 10:00:00,72.83,45.75
2025-09-05 11:00:00,79.2,48.46
2025-09-05 12:00:00,79.17,59.0
2025-09-05 13:00:00,79.49,45.31
2025-09-05 14:00:00,78.82,37.68
2025-09-05 15:00:00,79.41,59.0
2025-09-05 16:00:00,79.24,25.55
2025-09-05 17:00:00,79.22,48.58
2025-09-06 08:00:00,60.25,44.22
2025-09-06 09:00:00,67.49,59.0
2025-09-06 10:00:00,73.21,35.74
2025-09-06 11:00:00,78.53,26.08
2025-09-06 12:00:00,79.47,59.0
2025-09-06 13:00:00,79.28,20.78
2025-09-06 14:00:00,78.89,26.74
2025-09-06 15:00:00,79.05,59.0
2025-09-06 16:00:00,79.2,36.68
2025-09-06 17:00:00,78.55,36.37
2025-09-07 08:00:00,61.96,26.35
2025-09-07 09:00:00,66.42,59.0
2025-09-07 10:00:00,71.26,26.14
2025-09-07 11:00:00,74.07,48.8
2025-09-07 12:00:00,76.93,59.0
2025-09-07 13:00:00,78.85,27.89
2025-09-07 14:00:00,79.07,49.91
2025-09-07 15:00:00,78.89,59.0
2025-09-07 16:00:00,78.56,39.77
2025-09-07 17:00:00,78.32,30.87
2025-09-08 08:00:00,58.73,28.47
2025-09-08 09:00:00,63.39,59.0
2025-09-08 10:00:00,66.86,27.67
2025-09-08 11:00:00,70.13,29.56
2025-09-08 12:00:00,72.86,59.0
2025-09-08 13:00:00,74.88,38.85
2025-09-08 14:00:00,75.56,40.51
2025-09-08 15:00:00,75.88,59.0
2025-09-08 16:00:00,75.46,27.68
2025-09-08 17:00:00,74.56,29.38
2025-09-09 08:00:00,59.2,26.89
2025-09-09 09:00:00,62.12,59.0
2025-09-09 10:00:00,65.6,20.91
2025-09-09 11:00:00,68.0,21.47
2025-09-09 12:00:00,69.53,59.0
2025-09-09 13:00:00,70.73,21.97
2025-09-09 14:00:00,71.61,34.51
2025-09-09 15:00:00,71.75,59.0
2025-09-09 16:00:00,71.86,20.82
2025-09-09 17:00:00,70.66,21.56
2025-09-10 08:00:00,57.06,40.61
2025-09-10 09:00:00,61.39,59.0
2025-09-10 10:00:00,64.47,25.04
2025-09-10 11:00:00,67.21,32.74
2025-09-10 12:00:00,69.54,59.0
2025-09-10 13:00:00,70.7,49.56
2025-09-10 14:00:00,71.38,22.12
2025-09-10 15:00:00,71.54,59.0
2025-09-10 16:00:00,71.63,40.5
2025-09-10 17:00:00,71.19,24.45
2025-09-11 08:00:00,55.3,28.02
2025-09-11 09:00:00,58.68,59.0
2025-09-11 10:00:00,61.97,48.68
2025-09-11 11:00:00,65.55,26.58
2025-09-11 12:00:00,67.39,59.0
2025-09-11 13:00:00,69.05,26.03
2025-09-11 14:00:00,69.9,20.56
2025-09-11 15:00:00,70.23,59.0
2025-09-11 16:00:00,69.65,24.26
2025-09-11 17:00:00,68.34,47.74
2025-09-12 08:00:00,52.92,34.74
2025-09-12 09:00:00,57.21,59.0
2025-09-12 10:00:00,61.1,36.73
2025-09-12 11:00:00,64.26,48.81
2025-09-12 12:00:00,67.2,59.0
2025-09-12 13:00:00,68.25,32.71
2025-09-12 14:00:00,69.94,21.33
2025-09-12 15:00:00,70.38,59.0
2025-09-12 16:00:00,69.5,33.35
2025-09-12 17:00:00,68.89,41.39
2025-09-13 08:00:00,53.83,45.44
2025-09-13 09:00:00,57.55,59.0
2025-09-13 10:00:00,61.03,37.08
2025-09-13 11:00:00,63.08,31.3
2025-09-13 12:00:00,65.66,59.0
2025-09-13 13:00:00,66.84,26.15
2025-09-13 14:00:00,67.85,34.24
2025-09-13 15:00:00,67.58,59.0
2025-09-13 16:00:00,67.4,37.12
2025-09-13 17:00:00,66.62,34.55
2025-09-14 08:00:00,55.62,34.13
2025-09-14 09:00:00,58.6,59.0
2025-09-14 10:00:00,60.45,21.81
2025-09-14 11:00:00,62.72,31.17
2025-09-14 12:00:00,64.31,59.0
2025-09-14 13:00:00,65.24,38.23
2025-09-14 14:00:00,65.5,21.32
2025-09-14 15:00:00,65.53,59.0
2025-09-14 16:00:00,65.52,46.86
2025-09-14 17:00:00,65.65,28.37
2025-09-15 08:00:00,52.52,37.32
2025-09-15 09:00:00,56.88,59.0
2025-09-15 10:00:00,59.0,36.7
2025-09-15 11:00:00,61.56,21.78
2025-09-15 12:00:00,63.3,59.0
2025-09-15 13:00:00,64.69,34.54
2025-09-15 14:00:00,65.54,36.97
2025-09-15 15:00:00,65.57,59.0
2025-09-15 16:00:00,65.96,25.8
2025-09-15 17:00:00,65.1,45.31
2025-09-16 08:00:00,49.92,30.28
2025-09-16 09:00:00,56.48,59.0
2025-09-16 10:00:00,61.11,32.68
2025-09-16 11:00:00,65.47,37.12
2025-09-16 12:00:00,68.76,59.0
2025-09-16 13:00:00,71.12,24.28
2025-09-16 14:00:00,72.37,40.95
2025-09-16 15:00:00,73.2,59.0
2025-09-16 16:00:00,72.96,26.06
2025-09-16 17:00:00,70.73,32.37
2025-09-17 08:00:00,51.45,22.28
2025-09-17 09:00:00,55.48,59.0
2025-09-17 10:00:00,58.13,40.8
2025-09-17 11:00:00,61.42,45.81
2025-09-17 12:00:00,63.09,59.0
2025-09-17 13:00:00,64.34,49.17
2025-09-17 14:00:00,66.15,30.69
2025-09-17 15:00:00,65.84,59.0
2025-09-17 16:00:00,66.0,27.61
2025-09-17 17:00:00,65.22,20.76
2025-09-18 08:00:00,54.67,49.86
2025-09-18 09:00:00,58.98,59.0
2025-09-18 10:00:00,63.14,24.35
2025-09-18 11:00:00,65.57,37.54
2025-09-18 12:00:00,67.88,59.0
2025-09-18 13:00:00,69.28,42.84
2025-09-18 14:00:00,70.61,33.29
2025-09-18 15:00:00,71.17,59.0
2025-09-18 16:00:00,71.02,29.51
2025-09-18 17:00:00,70.11,39.21
2025-09-19 08:00:00,51.08,34.07
2025-09-19 09:00:00,56.86,59.0
2025-09-19 10:00:00,60.89,45.02
2025-09-19 11:00:00,64.88,39.5
2025-09-19 12:00:00,67.74,59.0
2025-09-19 13:00:00,70.38,21.17
2025-09-19 14:00:00,71.15,25.09
2025-09-19 15:00:00,72.33,59.0
2025-09-19 16:00:00,71.73,44.5
2025-09-19 17:00:00,69.98,49.9
2025-09-20 08:00:00,53.17,42.75
2025-09-20 09:00:00,56.83,59.0
2025-09-20 10:00:00,60.19,27.33
2025-09-20 11:00:00,63.06,26.02
2025-09-20 12:00:00,65.36,59.0
2025-09-20 13:00:00,66.38,34.76
2025-09-20 14:00:00,68.03,34.22
2025-09-20 15:00:00,68.47,59.0
2025-09-20 16:00:00,67.35,26.11
2025-09-20 17:00:00,67.25,31.87
2025-09-21 08:00:00,49.46,27.91
2025-09-21 09:00:00,55.3,59.0
2025-09-21 10:00:00,60.75,32.79
2025-09-21 11:00:00,64.93,21.73
2025-09-21 12:00:00,69.08,59.0
2025-09-21 13:00:00,71.19,26.66
2025-09-21 14:00:00,72.76,35.38
2025-09-21 15:00:00,72.88,59.0
2025-09-21 16:00:00,72.93,46.17
2025-09-21 17:00:00,71.12,36.22
2025-09-22 08:00:00,49.54,42.39
2025-09-22 09:00:00,56.04,59.0
2025-09-22 10:00:00,61.31,29.7
2025-09-22 11:00:00,65.47,48.54
2025-09-22 12:00:00,68.7,59.0
2025-09-22 13:00:00,71.35,31.48
2025-09-22 14:00:00,72.81,26.91
2025-09-22 15:00:00,73.48,59.0
2025-09-22 16:00:00,72.8,46.49
2025-09-22 17:00:00,70.97,45.15
2025-09-23 08:00:00,60.82,20.58
2025-09-23 09:00:00,65.02,59.0
2025-09-23 10:00:00,69.04,22.67
2025-09-23 11:00:00,71.83,26.59
2025-09-23 12:00:00,73.95,59.0
2025-09-23 13:00:00,75.72,32.78
2025-09-23 14:00:00,76.58,42.57
2025-09-23 15:00:00,77.25,59.0
2025-09-23 16:00:00,76.85,38.71
2025-09-23 17:00:00,75.42,38.17
2025-09-24 08:00:00,59.71,29.29
2025-09-24 09:00:00,65.39,59.0
2025-09-24 10:00:00,70.35,25.75
2025-09-24 11:00:00,74.31,20.75
2025-09-24 12:00:00,77.09,59.0
2025-09-24 13:00:00,78.62,29.21
2025-09-24 14:00:00,79.23,32.92
2025-09-24 15:00:00,79.25,59.0
2025-09-24 16:00:00,78.71,32.21
2025-09-24 17:00:00,79.28,29.4
2025-09-25 08:00:00,54.24,20.81
2025-09-25 09:00:00,56.83,59.0
2025-09-25 10:00:00,60.2,31.35
2025-09-25 11:00:00,62.22,40.22
2025-09-25 12:00:00,63.69,59.0
2025-09-25 13:00:00,64.52,25.31
2025-09-25 14:00:00,65.99,21.25
2025-09-25 15:00:00,66.09,59.0
2025-09-25 16:00:00,65.62,24.64
2025-09-25 17:00:00,65.2,24.71
2025-09-26 08:00:00,53.26,35.16
2025-09-26 09:00:00,57.62,59.0
2025-09-26 10:00:00,61.06,42.4
2025-09-26 11:00:00,63.53,34.02
2025-09-26 12:00:00,66.22,59.0
2025-09-26 13:00:00,67.32,46.8
2025-09-26 14:00:00,68.65,38.79
2025-09-26 15:00:00,68.66,59.0
2025-09-26 16:00:00,68.68,41.6
2025-09-26 17:00:00,67.95,24.75
2025-09-27 08:00:00,51.82,39.13
2025-09-27 09:00:00,56.27,59.0
2025-09-27 10:00:00,59.35,40.85
2025-09-27 11:00:00,62.61,46.36
2025-09-27 12:00:00,65.08,59.0
2025-09-27 13:00:00,66.84,47.11
2025-09-27 14:00:00,67.51,28.16
2025-09-27 15:00:00,67.99,59.0
2025-09-27 16:00:00,67.26,42.38
2025-09-27 17:00:00,66.74,43.11
2025-09-28 08:00:00,49.11,32.66
2025-09-28 09:00:00,53.14,59.0
2025-09-28 10:00:00,56.52,28.73
2025-09-28 11:00:00,59.37,30.85
2025-09-28 12:00:00,61.22,59.0
2025-09-28 13:00:00,62.88,25.74
2025-09-28 14:00:00,63.7,36.75
2025-09-28 15:00:00,64.25,59.0
2025-09-28 16:00:00,63.5,49.78
2025-09-28 17:00:00,62.7,22.16
2025-09-29 08:00:00,50.03,43.36
2025-09-29 09:00:00,53.71,59.0
2025-09-29 10:00:00,57.75,41.34
2025-09-29 11:00:00,60.02,43.82
2025-09-29 12:00:00,62.3,59.0
2025-09-29 13:00:00,64.21,32.43
2025-09-29 14:00:00,64.24,38.01
2025-09-29 15:00:00,65.05,59.0
2025-09-29 16:00:00,64.29,34.48
2025-09-29 17:00:00,63.72,39.6
2025-09-30 08:00:00,46.24,47.03
2025-09-30 09:00:00,51.84,59.0
2025-09-30 10:00:00,56.85,22.13
2025-09-30 11:00:00,61.79,36.32
2025-09-30 12:00:00,64.48,59.0
2025-09-30 13:00:00,66.66,20.21
2025-09-30 14:00:00,68.35,39.07
2025-09-30 15:00:00,68.53,59.0
2025-09-30 16:00:00,68.25,21.6
2025-09-30 17:00:00,66.81,41.36
