timestamp,order_id,pack_date,ship_date,ship_method,number_of_items,box_size,defect_reported
2025-08-01 06:00:00,2488d182-a5c6-4556-bda8-4c36f18fd646,2025-08-01 14:00:00,2025-08-02 01:00:00,usps,2,C,
2025-08-01 01:00:00,c13e3eb6-f182-40e2-89f0-a9a2287c14fb,2025-08-01 14:00:00,2025-08-02 12:00:00,ups,5,B,
2025-07-31 18:00:00,cc0b62a4-289a-47e5-9754-9f349d10a8c9,2025-08-01 14:00:00,2025-08-02 03:00:00,dhl,4,C,
2025-08-01 05:00:00,26fa3a57-1578-43dc-a20b-c596f794852e,2025-08-01 14:00:00,2025-08-02 11:00:00,ups,2,C,
2025-07-31 16:00:00,26ac7e52-00a4-4b03-93f0-d2f15ae7fc9f,2025-08-01 14:00:00,2025-08-02 06:00:00,ups,2,B,
2025-08-01 10:00:00,65a33617-2bdc-42f9-b5a7-a3627ba279d7,2025-08-01 15:00:00,2025-08-02 01:00:00,dhl,1,C,
2025-08-01 13:00:00,dfbc48f1-dd52-4280-9c56-de884dfcaae2,2025-08-01 16:00:00,2025-08-02 11:00:00,dhl,1,A,
2025-08-01 02:00:00,4f752b96-69b7-4305-84a5-0302a22a336b,2025-08-01 16:00:00,2025-08-02 07:00:00,usps,4,C,
2025-07-31 19:00:00,838c5246-7c53-4bc0-93f5-3c7842a0adca,2025-08-01 16:00:00,2025-08-02 14:00:00,fedex,3,C,
2025-08-01 04:00:00,e81d2c28-c7c2-4a55-9d3b-68b378f08867,2025-08-01 16:00:00,2025-08-02 12:00:00,dhl,5,B,
2025-08-01 07:00:00,5ee6a122-d908-49a9-bdec-54fb61533a30,2025-08-01 16:00:00,2025-08-02 01:00:00,ups,2,C,
2025-08-01 17:00:00,ad50978a-a3bb-461d-ac1f-39f3c991c22c,2025-08-02 08:00:00,2025-08-02 18:00:00,usps,3,A,
2025-08-02 00:00:00,fe306b5f-c83b-4bf9-ba57-b41eb3c1d61d,2025-08-02 08:00:00,2025-08-03 05:00:00,dhl,2,A,
2025-08-01 14:00:00,783d2d99-9c74-4f67-a386-ec52f6fc7efc,2025-08-02 09:00:00,2025-08-02 20:00:00,dhl,5,C,
2025-08-01 11:00:00,fae24c3b-2186-42c8-82e3-3c49555baf52,2025-08-02 09:00:00,2025-08-02 19:00:00,ups,3,B,
2025-08-02 00:00:00,d4b58146-69c7-46fc-83b9-d7e8dd89369c,2025-08-02 09:00:00,2025-08-02 22:00:00,dhl,2,B,
2025-08-01 12:00:00,ae8eca32-b243-49af-bfe7-360b0bff72a1,2025-08-02 10:00:00,2025-08-03 04:00:00,fedex,4,C,
2025-08-02 04:00:00,2cf3b1ca-05b5-4392-924f-7050fc4ce9b8,2025-08-02 11:00:00,2025-08-02 17:00:00,fedex,2,A,poorly packed
2025-08-01 12:00:00,e187e1b5-7a92-4164-a65c-f1243c3be5da,2025-08-02 11:00:00,2025-08-03 03:00:00,fedex,4,A,
2025-08-01 21:00:00,995f23ef-e1c7-4e54-b0e2-5c625623c5f3,2025-08-02 11:00:00,2025-08-02 19:00:00,dhl,2,C,
2025-08-01 22:00:00,35539d23-8ab3-470c-8e8e-8ddf751aa3c0,2025-08-02 11:00:00,2025-08-03 02:00:00,fedex,4,A,
2025-08-01 16:00:00,bb91a381-1e0e-45b0-8bdd-35cbb43f1e81,2025-08-02 12:00:00,2025-08-02 23:00:00,dhl,5,C,
2025-08-02 03:00:00,8010bb0a-9778-4dcb-81ff-5ac923462970,2025-08-02 12:00:00,2025-08-02 23:00:00,fedex,3,B,
2025-08-01 18:00:00,4ae011a0-eda6-44d3-b833-bac3e0c18049,2025-08-02 12:00:00,2025-08-03 02:00:00,usps,1,C,
2025-08-02 05:00:00,03a00c33-ae2b-4055-bfcd-250171afcc12,2025-08-02 12:00:00,2025-08-02 20:00:00,fedex,2,A,
2025-08-01 20:00:00,a70f53d1-cf66-4950-88d7-aee4053484e4,2025-08-02 12:00:00,2025-08-03 03:00:00,usps,4,A,
2025-08-01 21:00:00,947c3594-3765-4fd5-983d-b1ac25642ad4,2025-08-02 13:00:00,2025-08-02 21:00:00,dhl,1,B,
2025-08-01 19:00:00,bc48b9e7-239b-4f58-9bd3-dd5c4e139d7e,2025-08-02 13:00:00,2025-08-03 06:00:00,ups,1,A,
2025-08-02 02:00:00,c5503497-7975-455a-9a23-fe4f4f8dda7a,2025-08-02 13:00:00,2025-08-02 21:00:00,dhl,4,B,
2025-08-02 05:00:00,ce3ca9ee-03c3-4ec3-b1fb-d5cdd2c6485f,2025-08-02 14:00:00,2025-08-03 01:00:00,fedex,2,B,
2025-08-02 11:00:00,a7427007-f788-4fcc-a87a-2f23ff27b038,2025-08-02 14:00:00,2025-08-02 21:00:00,fedex,1,B,
2025-08-01 19:00:00,b2ad59bb-e0b6-490e-841a-91d9feae6a0d,2025-08-02 14:00:00,2025-08-03 11:00:00,usps,2,C,
2025-08-02 04:00:00,b6828aed-c2cf-4369-af51-575eb9e606c6,2025-08-02 14:00:00,2025-08-02 21:00:00,dhl,3,A,
2025-08-01 18:00:00,fc059c52-6743-4e48-aa72-5dbb01803aba,2025-08-02 15:00:00,2025-08-02 21:00:00,usps,4,B,
2025-08-01 17:00:00,433ec959-5ac7-4665-9b52-45f1b469b491,2025-08-02 15:00:00,2025-08-03 12:00:00,ups,2,B,
2025-08-01 17:00:00,8885d572-2e87-4e6d-bde5-3670bba8b73f,2025-08-02 16:00:00,2025-08-02 22:00:00,fedex,5,B,
2025-08-02 12:00:00,4d7657ae-f16d-4c27-8898-f3acc32110ae,2025-08-02 16:00:00,2025-08-02 23:00:00,dhl,2,A,
2025-08-02 12:00:00,c97c93c0-9a87-4ee3-94b2-f69df764bc1d,2025-08-02 16:00:00,2025-08-03 07:00:00,fedex,2,C,
2025-08-03 06:00:00,0b3dbde9-cdbd-46b7-acd6-32f33345b717,2025-08-03 08:00:00,2025-08-04 03:00:00,usps,4,B,
2025-08-02 21:00:00,d3276e2c-0c6a-4f54-be89-c089af409855,2025-08-03 08:00:00,2025-08-03 19:00:00,usps,2,C,
2025-08-03 03:00:00,5dc8b740-4657-4577-997c-17cf5a6cec09,2025-08-03 08:00:00,2025-08-03 22:00:00,usps,1,B,
2025-08-02 22:00:00,593d9ed0-db61-4d3b-89b4-7739902ec2d5,2025-08-03 08:00:00,2025-08-03 23:00:00,dhl,2,C,
2025-08-02 11:00:00,ed937065-5d08-4249-94c8-116cbed1180e,2025-08-03 08:00:00,2025-08-04 07:00:00,dhl,2,A,
2025-08-02 16:00:00,4ce91330-b3cc-4cd0-8cc2-2d42b4222b58,2025-08-03 08:00:00,2025-08-03 21:00:00,ups,4,B,
2025-08-03 03:00:00,4061cd7f-5c7d-4035-8637-71aa86361e7f,2025-08-03 09:00:00,2025-08-03 19:00:00,ups,2,A,
2025-08-03 06:00:00,220d6b3a-4276-48f5-a063-795d188b9d94,2025-08-03 09:00:00,2025-08-04 05:00:00,fedex,1,A,
2025-08-03 01:00:00,2783909c-599c-47c9-91c4-de3b1f922bed,2025-08-03 09:00:00,2025-08-04 02:00:00,dhl,1,A,
2025-08-03 07:00:00,143cde2a-dd52-4050-bba5-406882060a05,2025-08-03 10:00:00,2025-08-03 16:00:00,ups,2,B,
2025-08-03 07:00:00,641c8437-adac-4bde-9344-bd57d2cfc60a,2025-08-03 10:00:00,2025-08-03 23:00:00,ups,5,C,
2025-08-02 12:00:00,1175e093-19dc-49df-9a0c-096422a529fb,2025-08-03 10:00:00,2025-08-03 16:00:00,usps,4,B,
2025-08-02 20:00:00,c4b58a57-3986-49a3-b280-6a8041200ab8,2025-08-03 10:00:00,2025-08-03 22:00:00,ups,2,C,
2025-08-02 19:00:00,7336a640-b9b3-4470-a887-96f10f184468,2025-08-03 11:00:00,2025-08-03 21:00:00,ups,2,B,
2025-08-02 19:00:00,80ea5a54-8958-4fd3-b156-f1365b8818e1,2025-08-03 11:00:00,2025-08-04 00:00:00,fedex,2,A,
2025-08-02 20:00:00,d34cebee-cfbf-40b0-8f57-fba9744438ad,2025-08-03 11:00:00,2025-08-04 04:00:00,fedex,3,A,
2025-08-02 14:00:00,014f1e93-d239-4aa8-8c46-81ecb858e656,2025-08-03 11:00:00,2025-08-03 23:00:00,dhl,5,C,
2025-08-02 22:00:00,9884ab97-7a00-4c86-9b3c-dd3c832fed2d,2025-08-03 12:00:00,2025-08-04 06:00:00,ups,1,B,
2025-08-02 13:00:00,45b5fab6-6ace-45fc-9f44-95d31b76b6bf,2025-08-03 12:00:00,2025-08-03 19:00:00,ups,4,A,
2025-08-03 12:00:00,f3f49f0c-ca65-4faf-b26e-4d1bc529e360,2025-08-03 13:00:00,2025-08-04 01:00:00,usps,1,B,
2025-08-03 01:00:00,5b258d04-dc7d-4358-bf37-fc72aae79d13,2025-08-03 13:00:00,2025-08-04 04:00:00,dhl,4,C,
2025-08-03 11:00:00,36307210-dc71-4f27-9936-1e9e6b3645eb,2025-08-03 13:00:00,2025-08-03 19:00:00,ups,2,A,
2025-08-02 17:00:00,92866ba4-7928-4e26-8f98-1105dc7705ba,2025-08-03 13:00:00,2025-08-04 00:00:00,fedex,5,B,
2025-08-03 12:00:00,01bc2796-a165-4ac7-bd87-898d97f424f9,2025-08-03 13:00:00,2025-08-04 06:00:00,fedex,3,A,
2025-08-03 03:00:00,79a3a0db-12e8-4664-89f8-c61b5f94cca9,2025-08-03 13:00:00,2025-08-04 01:00:00,usps,4,A,
2025-08-02 19:00:00,dfa48609-b0cd-40f0-959a-b0b3bd2fa064,2025-08-03 14:00:00,2025-08-04 11:00:00,ups,4,A,
2025-08-02 15:00:00,24a2d1e5-525b-4b91-80ec-36034fea8170,2025-08-03 14:00:00,2025-08-03 21:00:00,dhl,1,B,
2025-08-02 22:00:00,7d2bd96e-74cd-48c0-9e35-ef4ded32e57b,2025-08-03 14:00:00,2025-08-04 07:00:00,dhl,4,C,
2025-08-03 06:00:00,0f8ecb1a-88fe-4273-ad0b-4e6b0320fab7,2025-08-03 14:00:00,2025-08-04 10:00:00,fedex,4,A,
2025-08-02 16:00:00,c2fbbd97-2df6-4bcb-93b8-cac7d7f6979c,2025-08-03 15:00:00,2025-08-04 05:00:00,ups,3,B,
2025-08-03 07:00:00,24bcd3e1-a69b-4067-b8db-18f9e89f64f2,2025-08-03 15:00:00,2025-08-04 13:00:00,usps,3,C,
2025-08-02 23:00:00,1df11a7c-5b3b-4264-b1b6-3019501f18e7,2025-08-03 15:00:00,2025-08-03 23:00:00,ups,3,C,
2025-08-02 17:00:00,c0ddb9cc-3dd0-49fb-9ff5-df088aa71737,2025-08-03 15:00:00,2025-08-04 11:00:00,fedex,5,B,
2025-08-03 09:00:00,042d7c6d-80ac-4fe5-830a-e5edefc91452,2025-08-03 16:00:00,2025-08-04 11:00:00,ups,1,A,
2025-08-03 05:00:00,eb53a3e1-8b41-4f8d-b073-379a6de68e3d,2025-08-03 16:00:00,2025-08-04 03:00:00,fedex,2,A,
2025-08-03 09:00:00,316422cf-694f-4c1d-882c-b469d0e6fb6f,2025-08-03 16:00:00,2025-08-04 09:00:00,ups,5,B,
2025-08-03 09:00:00,37b79688-6721-44a5-a10f-baccf00a11c9,2025-08-03 16:00:00,2025-08-04 08:00:00,dhl,5,C,
2025-08-02 22:00:00,61b3a10d-5a87-4cea-8604-2c1c97412bbf,2025-08-03 16:00:00,2025-08-04 03:00:00,fedex,2,B,
2025-08-03 03:00:00,44022bfe-ba6d-4057-80d5-9ae331d4757f,2025-08-03 16:00:00,2025-08-04 02:00:00,dhl,2,C,
2025-08-03 12:00:00,d9e73c70-e6cc-4000-bd80-ae38b21da938,2025-08-03 16:00:00,2025-08-04 10:00:00,usps,3,C,
2025-08-03 22:00:00,5d977c55-7451-4d9e-aea5-5e6b359b4adb,2025-08-04 08:00:00,2025-08-04 21:00:00,dhl,5,A,
2025-08-04 03:00:00,b2c65c37-34b0-4c85-962c-de4fdf6dd69f,2025-08-04 08:00:00,2025-08-04 17:00:00,fedex,3,C,
2025-08-03 10:00:00,f398a880-b2eb-4d01-bf1e-f7a683147716,2025-08-04 08:00:00,2025-08-04 16:00:00,ups,3,C,
2025-08-04 06:00:00,79ad15ab-02d4-4a6b-956b-6b4cb98b48f4,2025-08-04 08:00:00,2025-08-04 17:00:00,dhl,4,C,
2025-08-03 15:00:00,aef27b05-84ed-4a56-8f8d-04318b7c9841,2025-08-04 09:00:00,2025-08-05 03:00:00,usps,5,C,
2025-08-03 20:00:00,56f68b61-af0d-4c5f-87e5-9dd387fba30d,2025-08-04 09:00:00,2025-08-04 21:00:00,usps,1,A,
2025-08-03 14:00:00,c3f49852-be14-4ce4-a9d7-fb444406aeb7,2025-08-04 09:00:00,2025-08-04 23:00:00,ups,1,C,
2025-08-03 14:00:00,62ca66e6-63d2-4030-97fb-e3c50226f359,2025-08-04 10:00:00,2025-08-04 16:00:00,dhl,4,B,
2025-08-03 12:00:00,b999385a-1e1c-436c-9bf5-a0bc2eb101bf,2025-08-04 10:00:00,2025-08-05 03:00:00,ups,5,B,
2025-08-03 19:00:00,57dc6928-87cf-49ee-8208-d38aa3069543,2025-08-04 10:00:00,2025-08-05 01:00:00,ups,5,A,
2025-08-03 16:00:00,6ac2b444-fd11-4d29-a34b-a13f738807fc,2025-08-04 11:00:00,2025-08-05 06:00:00,fedex,3,C,
2025-08-04 05:00:00,34ea5ff5-3e93-4db9-a712-34ce24f00227,2025-08-04 11:00:00,2025-08-04 17:00:00,ups,1,B,
2025-08-04 04:00:00,40742cca-b651-4a18-b358-699234f6a486,2025-08-04 11:00:00,2025-08-05 06:00:00,usps,2,B,
2025-08-04 09:00:00,4a78cfca-0035-4856-88ae-af18dd4cd03c,2025-08-04 11:00:00,2025-08-04 20:00:00,ups,4,C,
2025-08-04 10:00:00,b842f11f-38d7-4eb1-abc1-691dc5077529,2025-08-04 12:00:00,2025-08-04 23:00:00,ups,3,C,
2025-08-04 01:00:00,9a8b0fae-db30-46ff-a59b-9eeb2d673984,2025-08-04 12:00:00,2025-08-05 07:00:00,fedex,4,C,
2025-08-03 14:00:00,93286ca8-afbd-4287-8523-a67e930a3921,2025-08-04 12:00:00,2025-08-05 04:00:00,fedex,2,B,
2025-08-04 11:00:00,4c2f7f8a-87e0-4b35-85e6-64e34b03d6c1,2025-08-04 12:00:00,2025-08-04 21:00:00,ups,1,C,
2025-08-04 05:00:00,9fd878be-5693-45fa-814f-7de3af1eaeb9,2025-08-04 13:00:00,2025-08-04 20:00:00,usps,1,B,
2025-08-03 14:00:00,eaa8679d-b70d-4a42-bd08-2cf530beabf8,2025-08-04 13:00:00,2025-08-05 11:00:00,usps,2,C,
2025-08-04 05:00:00,d4f691bb-4266-43e0-a394-c8b8ceaab90a,2025-08-04 13:00:00,2025-08-05 00:00:00,dhl,3,C,
2025-08-03 16:00:00,bba82ffa-dd31-4905-ad1c-7f17cd2e1137,2025-08-04 14:00:00,2025-08-05 12:00:00,ups,2,A,
2025-08-04 02:00:00,74e11bd4-2496-47d4-805d-ec4929136625,2025-08-04 14:00:00,2025-08-05 05:00:00,usps,2,B,
2025-08-03 20:00:00,da85f1ce-4065-4ba2-96fe-0150b215e2a7,2025-08-04 14:00:00,2025-08-05 10:00:00,dhl,4,B,
2025-08-03 17:00:00,ddb1ae28-b1e3-4e2f-9317-abbee3de592c,2025-08-04 14:00:00,2025-08-05 04:00:00,usps,4,B,
2025-08-04 13:00:00,943dd5fe-12bf-4960-96bd-3e54775c4180,2025-08-04 14:00:00,2025-08-05 11:00:00,ups,4,C,
2025-08-03 15:00:00,84cd6e17-f41e-4578-9ed0-529dc38e0173,2025-08-04 14:00:00,2025-08-05 07:00:00,dhl,3,A,
2025-08-04 08:00:00,05683ccc-1d47-43ab-8e1c-56fd958a1c25,2025-08-04 15:00:00,2025-08-05 07:00:00,ups,4,B,
2025-08-03 17:00:00,23cc571c-028d-4dc4-b7a0-1c77853c32f0,2025-08-04 15:00:00,2025-08-05 03:00:00,ups,2,C,
2025-08-04 05:00:00,6d8e77b0-0137-49bf-a1b0-177c6409f8b0,2025-08-04 16:00:00,2025-08-05 09:00:00,fedex,4,C,
2025-08-04 04:00:00,08702c4f-f804-4e71-9630-46dcfd240714,2025-08-04 16:00:00,2025-08-05 03:00:00,dhl,1,A,
2025-08-03 18:00:00,24b9e7a7-85a6-4416-aa67-f5c50406c84a,2025-08-04 16:00:00,2025-08-05 02:00:00,usps,1,C,
2025-08-04 15:00:00,a3ec839d-4f6f-474c-b96c-b0a17eb4b7cd,2025-08-04 16:00:00,2025-08-05 01:00:00,dhl,4,C,
2025-08-04 08:00:00,b650d990-e5d8-4251-a57f-d0d9d9c3851f,2025-08-04 16:00:00,2025-08-05 01:00:00,ups,3,C,
2025-08-04 10:00:00,01278e21-140d-41a5-82a7-f6ad880e8df1,2025-08-04 16:00:00,2025-08-05 10:00:00,dhl,3,C,
2025-08-03 21:00:00,e43b76b3-ef37-4eaa-a7d9-7249a46c373d,2025-08-04 16:00:00,2025-08-05 14:00:00,fedex,2,A,
2025-08-04 12:00:00,9c715d22-99e1-462f-8868-7a1fee596709,2025-08-05 08:00:00,2025-08-06 03:00:00,fedex,5,A,
2025-08-05 08:00:00,a21776cb-c316-4cee-911f-5d02272e9e25,2025-08-05 09:00:00,2025-08-05 16:00:00,fedex,4,B,
2025-08-04 12:00:00,066738c1-59bd-4b32-b24e-fa2ba6ff53d3,2025-08-05 09:00:00,2025-08-06 02:00:00,ups,4,C,
2025-08-04 11:00:00,848b4cbf-f4be-4408-ad61-fbf72c353b7a,2025-08-05 09:00:00,2025-08-05 17:00:00,fedex,5,A,
2025-08-05 03:00:00,ae9b6a7a-f386-4a84-878e-6db15ba1c4a7,2025-08-05 09:00:00,2025-08-06 08:00:00,fedex,5,B,
2025-08-04 17:00:00,5e204c31-9ff8-4788-b17d-94e085fd3885,2025-08-05 09:00:00,2025-08-05 20:00:00,usps,3,C,
2025-08-04 10:00:00,e4e56c50-46f4-4f09-87b1-eaecf7473b9b,2025-08-05 09:00:00,2025-08-06 08:00:00,ups,1,C,
2025-08-05 07:00:00,6ffe13ec-6ea1-47d9-ae9a-d600ddc1197a,2025-08-05 09:00:00,2025-08-05 23:00:00,fedex,1,A,
2025-08-05 01:00:00,19853693-6d67-4158-bd6d-c1cc4f786ae8,2025-08-05 10:00:00,2025-08-05 23:00:00,dhl,5,B,
2025-08-05 02:00:00,feb5fa62-23c6-4cbf-887f-578653778588,2025-08-05 10:00:00,2025-08-05 17:00:00,dhl,3,A,
2025-08-04 19:00:00,b8ef3a5f-b414-4d74-91c0-baa1317abd46,2025-08-05 10:00:00,2025-08-05 19:00:00,fedex,4,B,
2025-08-04 23:00:00,b1f42fbd-ff5c-4fb0-8f70-3feeccf0c03a,2025-08-05 10:00:00,2025-08-06 01:00:00,usps,4,B,
2025-08-05 09:00:00,e8cfe6a0-7ce2-4f70-a3ce-6c033927b9b5,2025-08-05 10:00:00,2025-08-05 21:00:00,dhl,3,B,
2025-08-04 15:00:00,054dd9f8-c70d-460a-be75-ceaf8762a6bb,2025-08-05 10:00:00,2025-08-05 23:00:00,dhl,2,A,
2025-08-04 20:00:00,fd41cccf-58d3-4675-8a02-54cce19f400a,2025-08-05 10:00:00,2025-08-05 17:00:00,usps,2,C,
2025-08-04 13:00:00,27c50956-50bb-458a-9d83-3e8d7f84813e,2025-08-05 11:00:00,2025-08-06 03:00:00,dhl,5,C,
2025-08-05 05:00:00,abff81df-fd83-4d1b-a434-d64c8ce0ada8,2025-08-05 11:00:00,2025-08-06 06:00:00,dhl,4,B,
2025-08-04 16:00:00,00d38f2e-17e2-4b2a-bc4b-c0e8f88766d9,2025-08-05 11:00:00,2025-08-05 18:00:00,usps,1,B,
2025-08-04 21:00:00,cb32c4b3-11f3-4393-b03b-9030fefb9b47,2025-08-05 11:00:00,2025-08-06 10:00:00,ups,2,C,
2025-08-05 02:00:00,c7f099c3-4289-4c5c-9a5a-29bfade75faa,2025-08-05 11:00:00,2025-08-06 06:00:00,ups,1,A,
2025-08-05 08:00:00,d3249908-353d-4bff-ac15-cc9555b389d2,2025-08-05 12:00:00,2025-08-05 23:00:00,usps,1,B,
2025-08-05 04:00:00,ed9264b6-0728-4003-9c0a-55e1a02748df,2025-08-05 13:00:00,2025-08-06 00:00:00,ups,5,C,
2025-08-04 16:00:00,cb7a11e5-9bb1-41c4-86ce-fe6b47ad054e,2025-08-05 13:00:00,2025-08-06 10:00:00,dhl,3,B,
2025-08-05 10:00:00,112e1ea6-cb06-44d2-a828-b5bb9fcaca2c,2025-08-05 13:00:00,2025-08-05 19:00:00,fedex,2,A,
2025-08-05 05:00:00,4dd5c63a-8fc0-40f6-bcef-84b22b92e6f8,2025-08-05 13:00:00,2025-08-06 06:00:00,ups,2,B,
2025-08-05 11:00:00,15e57c04-14df-49a5-b95a-1c0f766e0028,2025-08-05 14:00:00,2025-08-06 09:00:00,dhl,4,C,
2025-08-05 07:00:00,66295e6b-1abb-416e-8164-9108e128ee06,2025-08-05 14:00:00,2025-08-06 02:00:00,dhl,1,A,
2025-08-05 07:00:00,d39cc394-3be7-47c4-a3e3-6cbd452b6a0b,2025-08-05 14:00:00,2025-08-06 10:00:00,ups,4,C,
2025-08-05 00:00:00,7847b89f-06f0-468d-b329-37d4c7e015cb,2025-08-05 14:00:00,2025-08-06 03:00:00,dhl,2,A,
2025-08-04 20:00:00,efc5be74-1750-4be5-b1a7-4da3ef65bfa2,2025-08-05 14:00:00,2025-08-06 04:00:00,fedex,1,B,
2025-08-04 21:00:00,3c2394b7-4f4e-43a1-a6e9-ab0d579da11a,2025-08-05 14:00:00,2025-08-05 20:00:00,usps,2,C,
2025-08-05 00:00:00,f49cf3c5-5150-410e-ac77-ee58ce44799d,2025-08-05 15:00:00,2025-08-06 01:00:00,ups,4,C,
2025-08-05 03:00:00,6418a502-a98c-4aeb-bafd-d7b90c90d93b,2025-08-05 15:00:00,2025-08-06 01:00:00,fedex,4,C,
2025-08-05 04:00:00,59887850-7811-4e43-8dfd-6280f514c868,2025-08-05 15:00:00,2025-08-05 22:00:00,dhl,2,B,
2025-08-05 00:00:00,a1d0205e-8522-4441-963a-239b3ec76b84,2025-08-05 15:00:00,2025-08-05 21:00:00,ups,1,A,
2025-08-05 04:00:00,2f5873b0-12dd-4bfe-a09d-0c2bcefc2352,2025-08-05 15:00:00,2025-08-06 13:00:00,usps,1,A,
2025-08-04 21:00:00,ca227cc5-7f2c-4b35-9349-b3f77dadc894,2025-08-05 15:00:00,2025-08-05 21:00:00,dhl,3,B,
2025-08-05 00:00:00,92642959-93a3-4339-baff-bc863c6b27cc,2025-08-05 15:00:00,2025-08-06 01:00:00,usps,4,A,
2025-08-04 18:00:00,b4f43070-c27a-409a-897f-190543b1df2a,2025-08-05 15:00:00,2025-08-06 07:00:00,fedex,1,C,
2025-08-05 03:00:00,f2ba8786-e2c8-4aad-b7f7-4f5809b79248,2025-08-05 16:00:00,2025-08-06 14:00:00,dhl,3,C,
2025-08-05 11:00:00,2c56d4d8-7e0e-4eb7-9e43-39c535adffb2,2025-08-06 08:00:00,2025-08-06 17:00:00,dhl,1,A,
2025-08-06 06:00:00,e61a6fc7-91e8-4cf8-80d7-9a177e84fa33,2025-08-06 08:00:00,2025-08-06 15:00:00,dhl,5,A,
2025-08-05 11:00:00,59fa2faa-755c-42d2-88f1-21faa88eb6c4,2025-08-06 08:00:00,2025-08-06 17:00:00,fedex,2,B,
